,time,video_b,video_g,video_r,video_h,video_s,video_v,contrast,dissimilarity,homogeneity,energy,correlation,ASM,chroma_stft_sum,chroma_stft_min,chroma_stft_max,chroma_stft_mean,chroma_stft_std,chroma_stft_median,chroma_stft_len,zero_sum,zero_min,zero_max,zero_mean,zero_std,zero_median,zero_len,n_zeros,chroma_cqt_sum,chroma_cqt_min,chroma_cqt_max,chroma_cqt_mean,chroma_cqt_std,chroma_cqt_median,chroma_cqt_len,chroma_cens_sum,chroma_cens_min,chroma_cens_max,chroma_cens_mean,chroma_cens_std,chroma_cens_median,chroma_cens_len,melspectrogram_sum,melspectrogram_min,melspectrogram_max,melspectrogram_mean,melspectrogram_std,melspectrogram_median,melspectrogram_len,mfcc_sum,mfcc_min,mfcc_max,mfcc_mean,mfcc_std,mfcc_median,mfcc_len,rms_sum,rms_min,rms_max,rms_mean,rms_std,rms_median,rms_len,spectral_centroid_sum,spectral_centroid_min,spectral_centroid_max,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_median,spectral_centroid_len,spectral_bandwidth_sum,spectral_bandwidth_min,spectral_bandwidth_max,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_median,spectral_bandwidth_len,spectral_contrast_sum,spectral_contrast_min,spectral_contrast_max,spectral_contrast_mean,spectral_contrast_std,spectral_contrast_median,spectral_contrast_len,spectral_flatness_sum,spectral_flatness_min,spectral_flatness_max,spectral_flatness_mean,spectral_flatness_std,spectral_flatness_median,spectral_flatness_len,spectral_rolloff_sum,spectral_rolloff_min,spectral_rolloff_max,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_median,spectral_rolloff_len,poly_features_sum,poly_features_min,poly_features_max,poly_features_mean,poly_features_std,poly_features_median,poly_features_len,tonnetz_sum,tonnetz_min,tonnetz_max,tonnetz_mean,tonnetz_std,tonnetz_median,tonnetz_len,label
0,3.053489035087719,91.30692421875,100.35362838541668,93.50762404513893,58.6238484375,104.26109361979168,115.58881618923617,74.04097267830771,2.4731483363739035,0.7200636375258643,0.17934605034659076,0.9882403377324712,0.09566349056100723,269351.9375,0.0,1.0,0.374305784702301,0.30360645055770874,0.2871936857700348,719604,6490.21875,0.0,0.82275390625,0.10822983891140127,0.07625940111398792,0.09130859375,59967,145,344613.9375,0.01515920367091894,1.0,0.4788938462734222,0.2693193256855011,0.4337844252586365,719604,182238.08025518717,0.0,0.8843797265515233,0.2532477310509491,0.13856016761998907,0.2411432092378661,719604,361454.53125,0.0,43.23320007324219,0.04709029197692871,0.32322368025779724,0.0007886309176683426,7675776,-15488560.0,-720.0250854492188,233.5438537597656,-12.914236068725586,88.94532012939453,-0.4096733331680298,1199340,752.1182250976562,0.0,0.05048022046685219,0.01254220213741064,0.008637287653982641,0.0107691902667284,59967,119202105.48883273,0.0,9956.327529870694,1987.7950454221937,895.7342112568751,1874.868101934369,59967,119548846.42329676,0.0,3977.750217054769,1993.5772412042752,493.9966437617775,2013.6408592543,59967,8478019.975972045,0.2814249469019145,66.43233725141947,20.19687012612185,7.8563571209959076,18.299061121283792,419769,1247.3929443359375,6.905475402163576e-06,1.0000007152557373,0.02080132253468037,0.06076076999306679,0.005843062419444323,59967,231020789.28222656,0.0,10788.134765625,3852.465343976297,1695.8370170701035,3692.9443359375,59967,20575.126357040182,-0.0002117225518254452,1.8221386825645205,0.1715537408661446,0.2549199039183637,5.320034439842816e-06,119934,-663.9886350712683,-0.5842064125463369,0.6235921736080713,-0.0018454278605212536,0.09933260389941152,-0.0007199452084513737,359802,animated
1,3.3963948220064726,132.00914114583335,127.29673628472223,119.19461041666668,72.64684756944443,92.84519166666664,152.7927690972222,145.73670161711001,3.609109198400278,0.6973464512104128,0.17583605765180987,0.9534966190066536,0.08141292598376591,273764.5625,0.0,1.0,0.3785314857959747,0.3044116199016571,0.2961719632148743,723228,7307.005859375,0.0,0.7099609375,0.12123987222908958,0.07600935607309524,0.10546875,60269,136,364307.8125,0.011622355319559574,1.0,0.5037246942520142,0.27049428224563604,0.4740374386310578,723228,186569.53984378878,0.0,0.8943193827312005,0.2579678052340186,0.12956058349697575,0.2484230598039333,723228,21031700.0,0.0,2005.428466796875,2.726279735565185,15.960095405578613,0.07438179105520247,7714432,-3813019.25,-531.4945678710939,221.7445526123047,-3.1633336544036865,47.70128631591797,-1.20863676071167,1205380,6031.962890625,0.0,0.3488953411579132,0.10008400678634644,0.060232095420360565,0.097979336977005,60269,134959641.30735856,0.0,10270.643552591171,2239.2878811222777,872.987173530129,2118.183141228891,60269,130792910.87611124,0.0,4080.416069842396,2170.1523316482976,419.10660388702416,2206.9558766326018,60269,8361053.043608177,1.64720393515361,63.384726179446965,19.81841658376417,7.436798768492857,17.892849667336414,421883,1783.8026123046875,1.5765041098347865e-05,1.0000007152557373,0.029597349464893338,0.062388986349105835,0.012001428753137587,60269,264523309.4970703,0.0,10809.66796875,4389.04427644511,1569.6492746861304,4360.4736328125,60269,174318.5472718249,-0.0017285869827088744,15.300068334126124,1.4461708944218827,2.0310314326067416,0.00012345566164616788,120538,344.34177799410486,-0.6393475039238663,0.6352635165676471,0.0009522357485996254,0.09542390477812236,0.002247714167463811,361614,animated
2,3.332808398950132,121.60975532945736,107.600770752584,116.6791950635228,86.7641240040913,97.85488547049955,141.98530240633076,93.44856842690143,3.4264986001197584,0.6420394162398918,0.14875453755081694,0.9783216800546382,0.060949841290482996,486532.84375,0.0,1.0,0.3706815242767334,0.30604422092437744,0.2849240303039551,1312536,14015.23681640625,0.0,0.64111328125,0.12813579345395099,0.07530014538875626,0.11181640625,109378,31,555362.375,0.012099076062440872,1.0,0.4231216311454773,0.2857877314090729,0.3532801866531372,1312536,314422.41930325533,0.0,0.9993025803935808,0.2395533679101033,0.16108233067676933,0.23186531503089905,1312536,41025136.0,0.0,2743.724365234375,2.930286407470703,18.616140365600586,0.0865325927734375,14000384,-3220860.75,-516.0928344726561,218.03135681152344,-1.4723531007766724,38.57226943969727,-0.3773344159126282,2187560,11757.3515625,0.0,0.3360063135623932,0.1074928343296051,0.05247605964541435,0.10508956015110016,109378,282765452.21838415,0.0,10354.867027252278,2585.2132258624592,810.2872663073393,2467.171845762033,109378,277885797.96968865,0.0,3875.2502251551127,2540.600467824322,432.3017521805449,2583.796198517617,109378,14992496.71512022,1.7284190598704612,68.68798786339586,19.58149943331542,6.8025039575770885,17.976914394613356,765646,4011.73095703125,5.060156036051922e-05,1.0000007152557373,0.03667767718434334,0.04890630766749382,0.01925641670823097,109378,591753459.8144531,0.0,10831.201171875,5410.168953669414,1595.840263141144,5523.2666015625,109378,319131.4430521862,-0.0013397316656379016,11.598926153223395,1.4588465827322965,1.873690344948745,0.00024176753564425849,218756,12298.267303404711,-0.7231411067768934,0.7105594827866979,0.018739702840005472,0.14433360557431058,0.011491451299062452,656268,animated
3,3.605405927835051,99.87479799165364,106.81573865414713,109.13988932359585,67.4248147278734,106.85956294557472,132.00480503390716,100.04467867397548,3.1032491081527884,0.6715475616819885,0.17603174290840992,0.9801990079050604,0.08834422608114924,282186.125,0.0,1.0,0.39031836390495295,0.3082601130008697,0.3094907104969025,722964,7494.26220703125,0.0,0.80078125,0.1243922885294081,0.08542343215573296,0.103515625,60247,146,353887.65625,0.0,1.0,0.4894955456256866,0.273650586605072,0.4471898674964905,722964,187829.77565342333,0.0,0.8928048200254919,0.25980515717715313,0.12583566123117884,0.25294173591070324,722964,324220.6875,0.0,41.58769989013672,0.04204315692186356,0.2819870710372925,0.0007013666909188032,7711616,-18903602.0,-721.931640625,223.5509033203125,-15.688417434692385,89.17340087890625,-2.1047587394714355,1204940,742.8382568359375,0.0,0.05060544237494469,0.012329879216849804,0.00789720006287098,0.011508377268910408,60247,128949216.393622,0.0,7244.730536552867,2140.342529812638,969.430447079794,1944.161362232312,60247,118344220.272928,0.0,4032.0425531533533,1964.3172319439645,500.37443227849263,1944.2075099337585,60247,8582478.040070493,1.9473017279661768,65.07648043429461,20.35069449829273,7.887025122806518,18.438305305020016,421729,1503.3641357421875,5.7748270592128375e-06,1.0000007152557373,0.02495334483683109,0.06516783684492111,0.005842267535626888,60247,238762890.96679688,0.0,10195.9716796875,3963.0668907463755,1728.4337125559998,3639.111328125,60247,20450.3627568715,-0.00022149850108648848,1.9861923833882125,0.16972100483734873,0.2491896708800033,1.0695646185035015e-05,120494,-286.72015633407,-0.6697035669349138,0.6928337663412093,-0.0007931796225927433,0.09505106772407168,-0.00025881622602559867,361482,animated
4,3.3790802133655387,75.35954453125002,102.62960577256945,112.56729618055556,40.82565737847223,122.65809366319445,123.9448401041667,115.54753970115542,3.3001757015029107,0.6947941115288149,0.20113390116357996,0.9785764920002444,0.09972175204386316,262322.625,0.0,1.0,0.3628312349319458,0.30836647748947144,0.2687438130378723,722988,6961.14990234375,0.0,0.865234375,0.11553967538620973,0.0795746948103526,0.09716796875,60249,182,326499.96875,0.0,1.0,0.451598048210144,0.2814382016658783,0.3960525393486023,722988,180959.2610382632,0.0,0.8793439428109586,0.25029358860487755,0.14382785834679465,0.2420345998418526,722988,304440.4375,0.0,42.53159713745117,0.039476852864027016,0.275476336479187,0.0004655288939829916,7711872,-19343932.0,-720.8289794921875,245.72689819335938,-16.053321838378903,92.79535675048828,-1.9518492221832275,1204980,703.58154296875,0.0,0.050485461950302124,0.011677895672619345,0.007846525870263577,0.0104774609208107,60249,122835668.77540538,0.0,8698.256941409956,2038.8001257349563,918.0583058422476,1871.684566879928,60249,113475386.30003405,0.0,3663.738835363276,1883.4401616629998,475.9955424959728,1855.2538760279485,60249,8789659.345093742,0.9714372533320272,62.24051599473672,20.841269078784336,8.065246398890343,18.89582861175017,421743,1231.6666259765625,1.312037875322858e-05,1.0000007152557373,0.020442938432097442,0.06385952234268187,0.004020628519356251,60249,227588762.7685547,0.0,10551.26953125,3777.4695475203694,1618.8538805791657,3520.6787109375,60249,18759.5339287952,-0.00025290674064521395,2.2164940688188177,0.15568336344831615,0.2347765086164,3.486115836907283e-06,120498,24.18963394301966,-0.7335677081719043,0.7010368723422287,6.691572735099244e-05,0.1100235187760488,-0.000693761045113284,361494,animated
5,3.2774722872755664,93.18158281249997,93.73675642361107,76.9633032986111,76.04346076388889,114.25675225694445,112.35413958333336,140.01981446704923,3.893002782124847,0.6539812404152349,0.17401878481533312,0.9668164422509302,0.0866836839758213,272117.84375,0.0,1.0,0.376204639673233,0.30645784735679626,0.2941977381706238,723324,6774.60400390625,0.0,0.76904296875,0.11239119405256152,0.07796769138946677,0.0947265625,60277,168,350696.03125,0.0,1.0,0.4848394691944122,0.2754204571247101,0.4466986954212189,723324,184444.93675163225,0.0,0.891443086319255,0.25499629039217875,0.1353152808058315,0.2457910520107761,723324,21924388.0,0.0,2696.979736328125,2.8416192531585693,17.533157348632812,0.05278698727488519,7715456,-5522591.5,-516.9371948242189,226.5293426513672,-4.581010818481445,50.6095085144043,-2.1407601833343506,1205540,6008.89892578125,0.0,0.4779280126094818,0.0996880903840065,0.061478570103645325,0.09625737369060516,60277,127981990.02911521,0.0,9328.446134583752,2123.2309177483153,942.9565594800224,1973.2228435590848,60277,127303881.23517722,0.0,3968.1767534593614,2111.9810414449494,458.8554813680935,2102.208916227349,60277,8433127.674678685,1.5050972679594086,67.69944494193457,19.98660392776843,7.387342250746999,18.197720381602934,421939,1612.169677734375,2.5829613150563088e-05,1.0000007152557373,0.02674601785838604,0.06680180877447127,0.008331668563187122,60277,248630115.234375,0.0,10702.001953125,4124.792462039833,1738.495184555325,3972.8759765625,60277,167844.21764161874,-0.0015505600712719964,12.849848470934667,1.3922741480300842,2.005325160321627,8.758432464519707e-05,120554,-467.05845547706576,-0.6612188071012499,0.7021425571836503,-0.0012914225311950545,0.09951152913339784,-0.00041800817933737583,361662,animated
6,3.6725227471566053,96.06528281250002,98.5480796875,86.28065468749998,73.71270138888889,108.1618739583333,116.5747237847222,133.22595148669794,3.8133042949052345,0.650926279562223,0.16312161164934685,0.9651379755734201,0.08029890307193252,262869.5625,0.0,1.0,0.3634912073612213,0.3075754642486572,0.27330464124679565,723180,7790.818359375,0.0,0.72216796875,0.12927600364017258,0.09948816476003934,0.10009765625,60265,124,339329.34375,0.00460704043507576,1.0,0.469218373298645,0.2813069522380829,0.4235246777534485,723180,182227.66755959665,0.0,0.8901251627327125,0.25198106634530354,0.14085054326063873,0.2457250785538255,723180,14155647.0,0.0,3496.86767578125,1.8350782394409184,13.700737953186035,0.02306909486651421,7713920,-7647825.5,-504.1751403808594,222.77749633789062,-6.345163345336914,54.93439483642578,-1.6636736392974854,1205300,4786.08740234375,0.0,0.4883693754673004,0.07941736280918121,0.053700968623161316,0.07289538532495499,60265,138190321.41571322,0.0,7397.604862446171,2293.0444107809376,1105.4010453562262,2052.329299055244,60265,129023344.1241023,0.0,4294.238453443168,2140.9332800813463,495.9182596135021,2135.9187068351725,60265,8561664.409891821,0.42096019731510737,65.56449418879066,20.295277784764487,7.376637677135898,18.6730376232451,421855,1821.394287109375,1.0518333510844968e-05,1.0000007152557373,0.03022308647632599,0.06746504455804825,0.007661552634090184,60265,261521484.08203125,0.0,10012.939453125,4339.525165220795,1934.418228919986,4080.5419921875,60265,125589.76667523445,-0.03639395274568,13.430056032366956,1.0419793136582962,1.5896754309250103,0.00012021089594294187,120530,-933.9022567046255,-0.7937094867229463,0.77541716536507,-0.002582765720027173,0.10782899367387694,-0.001999498736703762,361590,animated
7,3.3382593211349776,98.26414444444448,109.76112855902781,104.13344006076393,61.13067408854165,99.2287873697917,126.95392256944444,83.4133227347754,2.745153244722439,0.6918169138480185,0.1585888142028827,0.9826225605498276,0.08003970791903081,265494.21875,0.0,1.0,0.3672728836536408,0.3078781068325043,0.2775952219963074,722880,6524.0146484375,0.0,0.76171875,0.10830037597007802,0.08091265381160018,0.0869140625,60240,151,338228.28125,0.0,1.0,0.4678899347782135,0.2748323976993561,0.4152765274047852,722880,182826.1855706126,0.0,0.8664795554013425,0.2529136033236673,0.13916911506211416,0.2417837120309803,722880,406050.1875,0.0,43.423194885253906,0.05266047641634941,0.3598838746547699,0.000707209634128958,7710720,-17040930.0,-719.8095703125,223.2398376464844,-14.144198417663574,87.45880126953125,-1.7091761827468872,1204800,811.3898315429688,0.0,0.05044877529144287,0.013469286262989044,0.00838010385632515,0.012951496988534927,60240,127965161.43308628,0.0,7077.860024782838,2124.2556678799183,957.090636550376,1921.8216655380866,60240,128829913.7378322,0.0,3815.1933263775263,2138.6107858205874,453.70860288475717,2138.3217366715908,60240,8564781.774489516,1.5519075044204982,62.57356339498838,20.311093185566108,7.491326195081594,18.538794541810702,421680,1516.404052734375,3.310639658593573e-05,1.0000007152557373,0.02517271041870117,0.06453968584537506,0.006953448057174683,60240,251415898.02246088,0.0,9506.9091796875,4173.5706843038015,1731.6591362355844,3962.109375,60240,21155.204682006388,-0.00022186798095021103,1.8929787671393516,0.1755910083167861,0.2531020512578029,1.796738282747429e-05,120480,-230.31905176636747,-0.6772572357173228,0.6179281062774402,-0.0006372262388401048,0.09768512607543917,0.0004937699995935813,361440,animated
8,4.13619512195122,112.44474510120584,110.7460485303618,127.7020927540913,73.84049633936259,86.64130652454784,140.21592417635657,70.4052372783523,3.0855858188625103,0.6178079981815501,0.10597096218476326,0.9769287977882783,0.03911402269231906,483747.5625,0.0,1.0,0.3679472208023071,0.3081704378128052,0.27769750356674194,1314720,13451.7900390625,0.0,0.66943359375,0.12278012083846752,0.07867087558555058,0.10400390625,109560,58,606848.1875,0.011322018690407276,1.0,0.4615797996520996,0.2749256789684296,0.4057917594909668,1314720,338799.9740351487,0.0,0.9933890252272759,0.2576974367432979,0.13009751892048987,0.2475315693736201,1314720,38893220.0,0.0,2450.033935546875,2.7733962535858154,17.91866111755371,0.055008575320243835,14023680,-10531839.0,-521.6556396484375,218.33221435546875,-4.806425094604492,47.74330520629883,-2.38594651222229,2191200,11293.8935546875,0.0,0.31974878907203674,0.10308409482240677,0.05661088228225707,0.10420958697795868,109560,246685143.19681847,0.0,7069.182309305991,2251.5986053013735,935.0681381963864,2059.872942098307,109560,233603966.67069548,0.0,3932.2806893631127,2132.201229195833,528.9739861425818,2090.2630568968107,109560,15054111.17183336,2.1611188547765927,64.2616838198123,19.629310973547906,7.300507477640292,17.892861043829416,766920,2975.628662109375,1.6233305359492085e-05,1.0000007152557373,0.027159808203577995,0.05006328225135803,0.007548446767032146,109560,471039302.8564453,0.0,9797.607421875,4299.37297240275,1846.089533306765,3886.7431640625,109560,306168.45944383764,-0.0014085002482952427,11.365279495610638,1.3972638711383607,1.9074535548863645,0.00016286508540001596,219120,6340.479707658144,-0.6593868905389093,0.6828923042476915,0.00964536891149164,0.1154945028078666,0.005119825905175903,657360,animated
9,3.830653310502283,103.54860034722219,101.86776805555556,109.33564947916668,67.20123211805553,123.10334756944445,138.2224935763889,153.23793009911319,3.903232829073205,0.6479934981252546,0.17151849758754215,0.9702140571750127,0.08752549830152086,251427.546875,0.0,1.0,0.3479233980178833,0.30798664689064026,0.2515440285205841,722652,5653.8173828125,0.0,0.8359375,0.09388448187197987,0.07264545324455493,0.0751953125,60221,130,327196.53125,0.008426823653280735,1.0,0.4527719020843506,0.281440794467926,0.3950515389442444,722652,178870.9637155059,0.0,0.8938999237996956,0.2475201946656287,0.14854994636829275,0.2399375274630886,722652,7808866.5,0.0,1104.1380615234377,1.0130480527877808,7.596503257751465,0.010465205647051334,7708288,-7675832.0,-560.81787109375,249.67735290527344,-6.3730525970458975,63.63065719604492,-0.9160313010215759,1204420,3456.908203125,0.0,0.2459951490163803,0.05740369856357575,0.0387832447886467,0.050114765763282776,60221,113093285.7806117,0.0,10331.566123686476,1877.9709035155795,913.4897863985836,1724.859493207992,60221,121044573.05491936,0.0,3981.6496777665984,2010.0060287095762,488.30661734941816,1991.5001986227585,60221,8456345.365714645,2.288681599134783,62.519254136142045,20.060266982601334,7.39852526087623,18.27518191802507,421547,1075.204345703125,2.299699917784892e-05,1.0000007152557373,0.01785430870950222,0.058072708547115326,0.0042477063834667214,60221,220663727.70996088,0.0,10831.201171875,3664.2322065385993,1790.3660955463242,3499.1455078125,60221,86785.41070604094,-0.0010922924206004194,9.404088483501203,0.7205577016824775,1.0782737011318375,5.8568539056794034e-05,120442,283.4067914436327,-0.5878902319818736,0.5946722086519,0.0007843520572658286,0.11058995736223393,0.001604486256837484,361326,animated
