,size_bytes,height,width,framespersecond,duration,i_frame,b_frame,p_frame,channel_s,frame_count,proportion_of_this_stream,stream_size,len_text,bit_rate_mode_cbr,bit_rate_mode_vbr,channel_layout_c,channel_layout_l_r,channel_positions_front_c,channel_positions_front_l_r,other_bit_rate_mode_constant,other_bit_rate_mode_variable,bitrate
183,56890546.0,232.0,416.0,25,1252.12,652,0,30651,2,53928,0.26413000000000003,15026749,2291,0,1,0,1,0,1,0,1,363
184,73200536.0,360.0,640.0,25,1253.84,738,0,30608,1,54001,0.15417,11285106,2156,0,1,1,0,1,0,0,1,467
185,327864715.0,720.0,964.0,25,5324.72,2085,51069,79964,2,229317,0.25495,83590709,4978,0,1,0,1,0,1,0,1,492
186,282476757.0,480.0,640.0,25,3070.76,1299,39517,35953,2,132249,0.17394,49133052,3736,1,0,0,1,0,1,1,0,735
187,278743909.0,480.0,640.0,25,3171.56,1144,46743,31402,2,136590,0.17862,49789687,4701,1,0,0,1,0,1,1,0,703
188,435226193.0,720.0,1280.0,23,5528.782608695652,2265,67921,56976,2,228412,0.19498,84859460,7825,0,1,0,1,0,1,0,1,656
189,247760098.0,480.0,640.0,25,2989.0,1036,42755,30934,2,128728,0.18939,46923837,11337,1,0,0,1,0,1,1,0,663
190,502441881.0,480.0,640.0,25,4499.12,2135,62461,47882,2,193765,0.14328,71987526,3591,1,0,0,1,0,1,1,0,893
191,259059664.0,480.0,600.0,30,2887.2,1162,53592,31862,2,124344,0.17832,46196192,891,1,0,0,1,0,1,1,0,717
192,221487262.0,480.0,630.0,29,2865.586206896552,1048,53316,28738,2,119419,0.20031,44366460,5724,1,0,0,1,0,1,1,0,639
193,198313165.0,480.0,630.0,29,2823.5517241379307,1178,44532,36173,2,119538,0.22394,44411066,6118,1,0,0,1,0,1,1,0,571
194,215546722.0,480.0,632.0,29,2769.0344827586205,1039,48843,30420,2,116865,0.20143,43417599,12057,1,0,0,1,0,1,1,0,635
195,212902210.0,480.0,632.0,29,2788.172413793104,1043,49007,30807,2,116836,0.20388,43406825,5746,1,0,0,1,0,1,1,0,627
196,559460441.0,480.0,640.0,29,4928.137931034483,894,0,142022,2,205369,0.13380999999999998,74860958,4332,1,0,0,1,0,1,1,0,938
197,322542328.0,480.0,656.0,25,5225.16,2526,60161,67942,2,225031,0.2592,83603353,7885,1,0,0,1,0,1,1,0,493
198,381401871.0,480.0,628.0,29,5195.517241379311,2118,72857,75695,2,216513,0.20693000000000006,78923161,8311,1,0,0,1,0,1,1,0,606
199,204000700.0,480.0,640.0,30,1593.0666666666666,299,0,47493,2,68612,0.12495,25490680,3774,1,0,0,1,0,1,1,0,1024
200,86810560.0,360.0,640.0,29,1651.4137931034486,532,22836,24523,2,68821,0.29453,25568327,4173,1,0,0,1,0,1,1,0,434
201,58129151.0,360.0,640.0,29,1496.9310344827584,503,21668,21240,2,62386,0.39873,23177601,3468,1,0,0,1,0,1,1,0,321
202,59969319.0,360.0,640.0,29,1402.655172413793,464,20017,20196,2,58455,0.36214,21717159,4304,1,0,0,1,0,1,1,0,353
203,72260053.0,360.0,640.0,23,1509.9565217391305,451,17077,17201,2,62384,0.32074,23176858,4826,1,0,0,1,0,1,1,0,399
204,80401869.0,360.0,640.0,29,1705.896551724138,625,25340,23506,2,71094,0.32851,26412791,5335,1,0,0,1,0,1,1,0,389
205,82828870.0,360.0,640.0,29,1702.655172413793,806,25293,23278,2,70956,0.31827,26361865,2774,1,0,0,1,0,1,1,0,402
206,65030839.0,360.0,640.0,29,1663.6206896551723,439,23509,24297,2,69330,0.39608,25757431,3531,1,0,0,1,0,1,1,0,323
207,60361560.0,360.0,640.0,29,1404.103448275862,438,21026,19255,2,58515,0.36015,21739450,4271,1,0,0,1,0,1,1,0,355
208,66637896.0,360.0,640.0,29,1496.9310344827584,487,21513,21411,2,62386,0.34781,23177601,4246,1,0,0,1,0,1,1,0,368
209,52032396.0,360.0,640.0,29,1398.2068965517242,418,20796,19334,2,58272,0.41608,21649445,4474,1,0,0,1,0,1,1,0,307
210,131674749.0,480.0,640.0,23,1451.1304347826087,741,13568,19067,2,59953,0.16915999999999998,22273695,2469,1,0,0,1,0,1,1,0,756
211,132564254.0,480.0,640.0,23,1452.1739130434785,790,15340,17270,2,59997,0.16815,22290041,2161,1,0,0,1,0,1,1,0,761
212,223659621.0,720.0,1280.0,29,1441.1379310344828,622,11810,29361,2,60056,0.09788,21891569,2767,0,1,0,1,0,1,0,1,1283
213,301561800.0,720.0,1280.0,23,1458.0434782608695,637,11386,21512,2,60237,0.07281,21957547,3414,0,1,0,1,0,1,0,1,1724
214,221328797.0,720.0,1280.0,29,1441.7931034482758,638,22876,18298,2,60084,0.10086,22322364,2752,0,1,0,1,0,1,0,1,1269
215,318023978.0,720.0,1280.0,23,1451.478260869565,602,17417,15365,2,59966,0.07005,22278524,2444,0,1,0,1,0,1,0,1,1827
216,253536269.0,720.0,1280.0,23,1458.0,569,18447,14518,2,60235,0.08827,22378463,1638,0,1,0,1,0,1,0,1,1450
217,269055157.0,720.0,1280.0,23,1458.391304347826,631,10578,22334,2,60251,0.08163,21962650,1660,0,1,0,1,0,1,0,1,1538
218,208262567.0,720.0,1280.0,29,1440.896551724138,620,11382,29784,2,60046,0.1051,21887924,2938,0,1,0,1,0,1,0,1,1194
219,285849815.0,720.0,1280.0,23,1458.478260869565,665,11244,21636,2,60255,0.07683999999999999,21964108,2211,0,1,0,1,0,1,0,1,1634
220,260246915.0,720.0,1280.0,29,1441.5172413793102,636,12024,29144,2,60072,0.08413999999999999,21897401,3061,0,1,0,1,0,1,0,1,1492
221,93070866.0,360.0,640.0,23,1457.9130434782608,740,0,32792,2,60235,0.18033,16783847,1841,0,1,0,1,0,1,0,1,532
222,92347344.0,360.0,640.0,23,1458.608695652174,822,0,32726,2,60265,0.18184,16792206,2126,0,1,0,1,0,1,0,1,527
223,952635822.0,1080.0,1920.0,23,2763.608695652174,1185,25085,37293,2,114179,0.04369,41620446,4657,1,0,0,1,0,1,1,0,2874
224,300125476.0,720.0,1278.0,23,1458.3478260869565,263,0,33279,2,60251,0.07318,21962650,3503,1,0,0,1,0,1,1,0,1716
225,287669923.0,720.0,1280.0,23,1458.304347826087,577,18516,14448,2,60248,0.07781,22383293,3926,0,1,0,1,0,1,0,1,1645
226,459503304.0,1080.0,1920.0,26,1445.5769230769226,262,0,37323,2,60254,0.0478,21963744,4109,1,0,0,1,0,1,1,0,2627
227,288076797.0,720.0,1280.0,23,1458.391304347826,535,18430,14578,2,60251,0.0777,22384407,3365,0,1,0,1,0,1,0,1,1647
228,259617561.0,720.0,1280.0,23,1458.2173913043478,598,15108,17833,2,60244,0.08459,21960099,2094,0,1,0,1,0,1,0,1,1484
229,279058981.0,720.0,1280.0,23,1458.5652173913047,263,0,33284,2,60260,0.07871,21965931,3553,1,0,0,1,0,1,1,0,1595
230,244824072.0,720.0,1280.0,23,1458.1304347826087,630,16188,16719,2,60241,0.08968999999999999,21959005,2025,0,1,0,1,0,1,0,1,1400
231,267501921.0,720.0,1252.0,23,1458.3478260869565,546,18938,14058,2,60250,0.08367999999999999,22384036,609,0,1,0,1,0,1,0,1,1529
232,249478593.0,720.0,1280.0,23,1457.7391304347825,636,14571,18321,2,60224,0.08968,22374376,2842,0,1,0,1,0,1,0,1,1427
233,265208144.0,720.0,1280.0,23,1456.7391304347825,586,18757,14162,2,60183,0.08431,22359144,1676,0,1,0,1,0,1,0,1,1518
234,251138833.0,720.0,1280.0,23,1457.9130434782608,628,14143,18761,2,60232,0.0891,22377348,3056,0,1,0,1,0,1,0,1,1436
235,81769148.0,360.0,640.0,23,1458.608695652174,750,0,32798,2,60267,0.20537,16792764,4299,0,1,0,1,0,1,0,1,467
236,84238399.0,360.0,640.0,23,1458.8695652173913,750,0,32804,2,60278,0.19938,16795829,4162,0,1,0,1,0,1,0,1,481
237,534487063.0,720.0,1280.0,23,2916.7391304347825,1297,25127,40661,2,120500,0.08376,44768072,4128,0,1,0,1,0,1,0,1,1528
238,609825790.0,720.0,1280.0,23,2916.652173913043,1208,25931,39944,2,120497,0.07341,44766958,6377,0,1,0,1,0,1,0,1,1743
239,85187011.0,360.0,640.0,23,1436.304347826087,817,0,32218,2,59344,0.19411,16535579,4304,0,1,0,1,0,1,0,1,494
240,896493878.0,1076.0,1920.0,23,2783.782608695652,501,0,63526,2,115011,0.04676,41923726,4820,1,0,0,1,0,1,1,0,2685
241,999194316.0,1080.0,1920.0,30,2609.433333333333,1064,33420,43799,2,112385,0.041,40966498,7968,1,0,0,1,0,1,1,0,3063
242,84047873.0,360.0,640.0,23,1459.608695652174,828,0,32743,2,60307,0.19993,16803909,4383,0,1,0,1,0,1,0,1,480
243,85343120.0,360.0,640.0,23,1458.2608695652175,836,0,32704,2,60251,0.19672,16788305,2590,0,1,0,1,0,1,0,1,488
244,171875305.0,720.0,1280.0,23,1458.521739130435,593,15918,17035,2,60257,0.13025,22386636,2472,0,1,0,1,0,1,0,1,982
245,184076677.0,720.0,1280.0,23,1458.3478260869565,515,14911,18116,2,60250,0.11931,21962286,1709,0,1,0,1,0,1,0,1,1052
246,16999214.0,480.0,854.0,23,312.9130434782609,65,3798,3334,2,12930,0.28259,4803744,2624,1,0,0,1,0,1,1,0,452
247,16799550.0,480.0,854.0,23,146.43478260869566,35,1893,1440,2,6052,0.13132,2206070,772,1,0,0,1,0,1,1,0,956
248,11292031.0,480.0,854.0,23,209.91304347826087,55,2310,2463,2,8675,0.28004,3162204,1275,1,0,0,1,0,1,1,0,448
249,24743256.0,480.0,854.0,23,228.6086956521739,44,2848,2366,2,9447,0.13917000000000002,3443613,2282,1,0,0,1,0,1,1,0,902
250,15414027.0,480.0,854.0,23,193.8260869565217,42,2462,1954,2,8010,0.18942,2919799,1719,1,0,0,1,0,1,1,0,662
251,9961321.0,480.0,854.0,23,112.52173913043478,28,1469,1091,2,4651,0.17346,1727936,652,1,0,0,1,0,1,1,0,737
252,11366235.0,480.0,854.0,23,101.52173913043478,24,1090,1221,2,4197,0.13460999999999998,1529973,791,1,0,0,1,0,1,1,0,933
253,18262263.0,480.0,854.0,23,122.69565217391305,22,0,2800,2,5071,0.10316,1883974,1152,1,0,0,1,0,1,1,0,1240
254,19948463.0,480.0,854.0,23,129.0,23,0,2944,2,5332,0.09743,1943616,1323,1,0,0,1,0,1,1,0,1288
255,9503533.0,480.0,854.0,23,161.3913043478261,47,2209,1456,2,6672,0.25591,2432072,2219,1,0,0,1,0,1,1,0,490
256,15163230.0,480.0,854.0,23,93.2608695652174,17,0,2128,2,3855,0.09267,1405221,804,1,0,0,1,0,1,1,0,1355
257,11603652.0,480.0,854.0,23,101.7391304347826,23,1248,1069,2,4206,0.13213,1533168,1263,1,0,0,1,0,1,1,0,950
258,13247369.0,480.0,854.0,23,86.04347826086956,16,0,1963,2,3558,0.0979,1296959,576,1,0,0,1,0,1,1,0,1282
259,12284884.0,480.0,854.0,23,116.6086956521739,32,1440,1210,2,4820,0.14302,1756982,1712,1,0,0,1,0,1,1,0,878
260,28999718.0,696.0,1280.0,25,193.92,67,2344,2437,2,8352,0.107,3102928,685,0,1,0,1,0,1,0,1,1196
261,8338974.0,240.0,320.0,25,213.52,190,0,5148,1,9198,0.23051,1922194,120,0,1,1,0,1,0,0,1,312
262,20282374.0,478.0,854.0,25,165.32,85,1825,2223,2,7125,0.13051,2647074,29,1,0,0,1,0,1,1,0,980
263,6164126.0,208.0,368.0,14,154.35714285714286,63,0,2098,2,6213,0.28085,1731186,497,0,1,0,1,0,1,0,1,341
264,13365870.0,480.0,640.0,29,251.7586206896552,72,2740,4489,2,10494,0.2862,3825265,306,1,0,0,1,0,1,1,0,438
265,4178029.0,208.0,368.0,14,109.92857142857143,43,0,1496,2,4426,0.29518,1233258,19,0,1,0,1,0,1,0,1,325
266,10372894.0,480.0,640.0,30,163.33333333333334,53,1666,3181,2,7059,0.24806,2573141,273,1,0,0,1,0,1,1,0,506
267,10328159.0,480.0,658.0,29,170.75862068965515,50,2171,2731,2,7119,0.25126,2595012,155,1,0,0,1,0,1,1,0,499
268,14845288.0,480.0,640.0,25,263.08,140,2465,3972,2,11335,0.27833,4131825,510,1,0,0,1,0,1,1,0,451
269,50703529.0,1080.0,1920.0,25,214.28,90,2700,2567,2,9234,0.06767000000000001,3431099,185,1,0,0,1,0,1,1,0,1891
270,6118290.0,288.0,384.0,25,135.68,83,0,3309,2,5847,0.26637,1629710,224,0,1,0,1,0,1,0,1,360
271,13901985.0,608.0,1920.0,25,66.88,26,941,705,2,2888,0.07576000000000001,1053175,23,1,0,0,1,0,1,1,0,1658
272,3736286.0,208.0,368.0,14,94.5,32,0,1291,2,3805,0.28376,1060223,478,0,1,0,1,0,1,0,1,338
273,22846213.0,256.0,640.0,29,267.1379310344828,162,0,7585,2,11135,0.13581,3102650,214,0,1,0,1,0,1,0,1,706
274,31887094.0,720.0,1280.0,29,855.5862068965519,231,14653,9928,2,35655,0.41542,13246519,3603,0,1,0,1,0,1,0,1,308
275,61120793.0,720.0,1280.0,29,803.6206896551724,234,12938,10133,2,33489,0.19973,12207385,2050,0,1,0,1,0,1,0,1,628
276,43493199.0,720.0,1280.0,29,789.2413793103449,221,13320,9347,2,32890,0.28095,12219268,2438,0,1,0,1,0,1,0,1,455
277,66924622.0,360.0,640.0,25,1255.56,724,0,30665,1,54075,0.16885999999999998,11300571,2433,0,1,1,0,1,0,0,1,426
278,322405237.0,720.0,1280.0,23,5377.565217391304,2436,0,121248,2,222165,0.25601,82538892,1891,0,1,0,1,0,1,0,1,499
279,157372202.0,480.0,640.0,25,2785.76,1120,30505,38019,2,119976,0.2779,43733564,2634,1,0,0,1,0,1,1,0,451
280,511958309.0,480.0,850.0,29,5645.344827586207,2796,72845,88074,2,235260,0.16751,85756957,7456,1,0,0,1,0,1,1,0,749
281,240930845.0,480.0,640.0,25,3119.6,1173,42376,34441,2,134354,0.20327,48974622,3614,1,0,0,1,0,1,1,0,617
282,186979107.0,480.0,640.0,25,3015.56,1054,34957,39378,2,129872,0.25805,48249951,7603,1,0,0,1,0,1,1,0,496
283,101200362.0,362.0,854.0,23,1608.0869565217392,611,18716,17659,2,66438,0.2439,24682997,5887,1,0,0,1,0,1,1,0,524
284,219082727.0,480.0,600.0,30,3253.2,1411,48590,47595,2,140106,0.23311,51071337,5235,1,0,0,1,0,1,1,0,538
285,375749823.0,480.0,604.0,24,3979.208333333334,1523,54425,39553,2,169921,0.16801,63128926,6589,1,0,0,1,0,1,1,0,761
286,223380027.0,480.0,632.0,29,2916.3448275862074,1325,45453,37796,2,122978,0.20453,45688697,14322,1,0,0,1,0,1,1,0,625
287,232819081.0,480.0,632.0,29,2711.344827586207,1158,47575,29896,2,114838,0.18325,42664530,10334,1,0,0,1,0,1,1,0,698
288,262396310.0,480.0,632.0,29,2939.8620689655168,533,0,84723,2,126015,0.17842,46817001,6770,1,0,0,1,0,1,1,0,717
289,217768886.0,480.0,632.0,29,2757.206896551724,1107,43965,34887,2,116832,0.19932,43405339,9056,1,0,0,1,0,1,1,0,642
290,225901015.0,480.0,632.0,29,2730.0344827586205,1054,44904,33213,2,116634,0.19182,43331779,10119,1,0,0,1,0,1,1,0,667
291,260395431.0,360.0,480.0,29,5235.4137931034475,2005,0,149822,2,218176,0.23346,60792629,7851,0,1,0,1,0,1,0,1,411
292,1132235085.0,720.0,1280.0,60,5944.0666666666675,6545,187197,162902,2,255992,0.084,95105962,10922,1,0,0,1,0,1,1,0,1523
293,553443892.0,720.0,960.0,23,4417.260869565217,2159,53788,45650,2,182492,0.1225,67799295,2929,0,1,0,1,0,1,0,1,1044
294,479237512.0,480.0,656.0,25,4887.12,2754,42650,76774,2,210473,0.16316,78194776,4168,1,0,0,1,0,1,1,0,784
295,458284388.0,480.0,656.0,25,5336.8,2658,66620,64142,2,229839,0.18632,85389649,11681,1,0,0,1,0,1,1,0,686
296,546143315.0,480.0,720.0,29,4884.862068965517,1744,95513,44404,2,203567,0.13848,75629064,4870,1,0,0,1,0,1,1,0,924
297,351103939.0,536.0,1280.0,23,6788.739130434783,2526,76802,76813,2,280465,0.29677,104198153,9578,0,1,0,1,0,1,0,1,431
298,897850808.0,1080.0,1920.0,23,5463.565217391304,2017,54249,69396,2,225721,0.0934,83859702,8109,1,0,0,1,0,1,1,0,1370
299,12114765.0,240.0,426.0,25,311.32,100,4624,3059,2,13410,0.41125,4982138,2309,1,0,0,1,0,1,1,0,311
300,36559232.0,720.0,1280.0,25,311.32,115,2759,4909,2,13410,0.13627999999999998,4982138,2309,1,0,0,1,0,1,1,0,939
301,16632534.0,720.0,1280.0,25,311.32,101,3999,3683,2,13408,0.29952,4981795,695,0,1,0,1,0,1,0,1,427
302,48487454.0,720.0,1280.0,25,311.32,104,3518,4161,2,13410,0.10275,4982204,1015,1,0,0,1,0,1,1,0,1245
303,35592026.0,720.0,1280.0,25,311.32,105,3705,3973,2,13410,0.13998,4982194,1240,1,0,0,1,0,1,1,0,914
304,27045336.0,720.0,1280.0,25,311.32,99,3755,3929,2,13410,0.18422,4982270,1773,1,0,0,1,0,1,1,0,694
305,45650638.0,720.0,1280.0,25,311.32,94,3627,4062,2,13410,0.10913,4982073,1111,1,0,0,1,0,1,1,0,1172
306,37929883.0,720.0,1280.0,25,310.36,98,3729,3932,2,13369,0.12847999999999998,4873258,723,1,0,0,1,0,1,1,0,977
307,221888316.0,316.0,384.0,29,5012.344827586207,2702,0,142656,2,208880,0.2623,58202209,7871,0,1,0,1,0,1,0,1,365
308,12257919.0,240.0,320.0,25,305.72,176,0,7467,1,13191,0.22489,2756649,434,0,1,1,0,1,0,0,1,320
309,11680679.0,240.0,320.0,25,308.12,187,0,7516,1,13295,0.23786,2778383,371,0,1,1,0,1,0,0,1,302
310,12277642.0,240.0,320.0,25,305.84,188,0,7458,1,13196,0.22461,2757694,399,0,1,1,0,1,0,0,1,320
311,12767211.0,240.0,320.0,25,306.44,156,0,7505,1,13221,0.21641,2762919,156,0,1,1,0,1,0,0,1,332
312,12630131.0,240.0,320.0,25,306.2,157,0,7498,1,13211,0.21859,2760829,303,0,1,1,0,1,0,0,1,329
313,12661901.0,240.0,320.0,25,302.6,162,0,7403,1,13056,0.21548,2728437,227,0,1,1,0,1,0,0,1,334
314,15372499.0,240.0,320.0,25,377.8,193,0,9252,1,16296,0.22153,3405531,195,0,1,1,0,1,0,0,1,325
315,12529557.0,240.0,320.0,25,308.2,159,0,7546,1,13299,0.22181,2779219,209,0,1,1,0,1,0,0,1,324
316,12996440.0,240.0,320.0,30,307.06666666666666,175,0,9037,1,13248,0.21302,2768561,215,0,1,1,0,1,0,0,1,337
317,15031955.0,240.0,320.0,25,346.08,176,0,8476,2,14907,0.27631999999999995,4153678,529,0,1,0,1,0,1,0,1,347
318,13577412.0,240.0,320.0,25,305.88,157,0,7490,2,13197,0.27083,3677204,235,0,1,0,1,0,1,0,1,354
319,14029017.0,240.0,320.0,25,314.76,166,0,7703,2,13580,0.26972,3783923,443,0,1,0,1,0,1,0,1,355
320,13683082.0,240.0,320.0,25,305.72,154,0,7489,2,13192,0.26864,3675811,246,0,1,0,1,0,1,0,1,357
321,13252985.0,240.0,320.0,25,296.96,156,0,7268,2,12815,0.26943,3570764,453,0,1,0,1,0,1,0,1,356
322,13735845.0,240.0,320.0,25,306.44,161,0,7500,2,13223,0.26824000000000003,3684449,198,0,1,0,1,0,1,0,1,357
323,13319869.0,240.0,320.0,25,303.48,158,0,7429,2,13094,0.27391,3648505,336,0,1,0,1,0,1,0,1,350
324,12559313.0,240.0,320.0,18,305.3333333333333,129,0,5367,2,13031,0.2891,3630950,354,0,1,0,1,0,1,0,1,332
325,15841757.0,240.0,320.0,25,359.84,182,0,8814,2,15523,0.27303,4325320,447,0,1,0,1,0,1,0,1,351
326,14156383.0,240.0,320.0,25,316.92,154,0,7769,2,13673,0.26913000000000004,3809837,480,0,1,0,1,0,1,0,1,356
327,13517222.0,240.0,320.0,25,302.24,156,0,7400,2,13042,0.26884,3634015,490,0,1,0,1,0,1,0,1,357
328,13348850.0,240.0,320.0,25,305.48,152,0,7485,2,13160,0.2747,3666895,528,0,1,0,1,0,1,0,1,349
329,14137571.0,240.0,320.0,25,314.28,161,0,7696,2,13559,0.26724000000000003,3778072,523,0,1,0,1,0,1,0,1,359
330,13005767.0,240.0,320.0,18,307.8333333333333,117,0,5424,2,13281,0.28454,3700610,343,0,1,0,1,0,1,0,1,337
331,15471222.0,240.0,320.0,25,352.28,174,0,8633,2,15197,0.2737,4234483,408,0,1,0,1,0,1,0,1,350
332,13271642.0,240.0,320.0,18,299.3888888888889,115,0,5274,2,12918,0.27121,3599464,278,0,1,0,1,0,1,0,1,353
333,13027468.0,240.0,320.0,18,298.72222222222223,118,0,5259,2,12889,0.27568000000000004,3591383,541,0,1,0,1,0,1,0,1,348
334,13026508.0,240.0,320.0,18,292.77777777777777,116,0,5154,2,12633,0.27022,3520052,229,0,1,0,1,0,1,0,1,355
335,13581110.0,240.0,320.0,18,324.9444444444445,131,0,5718,2,13889,0.28496,3870023,276,0,1,0,1,0,1,0,1,336
336,14211779.0,240.0,320.0,18,349.4444444444445,130,0,6160,2,14935,0.29282,4161480,297,0,1,0,1,0,1,0,1,327
337,13238435.0,240.0,320.0,18,311.8333333333333,118,0,5495,2,13332,0.28061,3714821,746,0,1,0,1,0,1,0,1,342
338,13619257.0,288.0,352.0,25,300.12,146,0,7357,2,12949,0.26493,3608102,230,0,1,0,1,0,1,0,1,362
339,13328949.0,240.0,320.0,18,299.8333333333333,114,0,5283,2,12937,0.27045,3604758,429,0,1,0,1,0,1,0,1,354
340,13994869.0,288.0,352.0,25,296.28,146,0,7261,2,12762,0.25409,3555996,619,0,1,0,1,0,1,0,1,377
341,13873433.0,288.0,352.0,25,296.32,148,0,7260,2,12785,0.25678,3562405,146,0,1,0,1,0,1,0,1,373
342,15694636.0,240.0,294.0,25,362.92,181,0,8892,2,15642,0.2777,4358478,309,0,1,0,1,0,1,0,1,345
343,13737120.0,480.0,854.0,23,185.65217391304347,51,2290,1929,2,7673,0.20752,2850667,1426,1,0,0,1,0,1,1,0,616
344,9062496.0,480.0,854.0,23,162.6086956521739,35,2100,1605,2,6720,0.27552,2496926,1555,1,0,0,1,0,1,1,0,464
345,16492441.0,480.0,854.0,23,319.0434782608696,64,4135,3139,2,13183,0.29697,4897738,2985,1,0,0,1,0,1,1,0,431
346,8517756.0,480.0,854.0,23,120.2608695652174,28,1510,1228,2,4971,0.21682,1846822,671,1,0,0,1,0,1,1,0,590
347,13956289.0,480.0,854.0,23,203.69565217391303,43,2674,1968,2,8418,0.22409,3127449,1749,1,0,0,1,0,1,1,0,571
348,14546609.0,480.0,854.0,23,204.2608695652174,49,2476,2173,2,8441,0.21558,3135994,1391,1,0,0,1,0,1,1,0,593
349,30768910.0,480.0,854.0,23,374.82608695652175,80,4627,3914,2,15488,0.18349,5645674,2945,1,0,0,1,0,1,1,0,684
350,10478450.0,480.0,854.0,23,204.6086956521739,44,2618,2044,2,8456,0.29981,3141566,1712,1,0,0,1,0,1,1,0,426
351,11494306.0,480.0,854.0,23,205.6086956521739,44,2569,2116,2,8497,0.27464,3156799,1876,1,0,0,1,0,1,1,0,466
352,10350639.0,480.0,854.0,23,118.78260869565216,24,1370,1338,2,4910,0.17292000000000002,1789789,760,1,0,0,1,0,1,1,0,726
353,10427033.0,480.0,854.0,23,134.8695652173913,32,1659,1411,2,5574,0.19486,2031830,1117,1,0,0,1,0,1,1,0,644
354,8933535.0,480.0,854.0,23,121.91304347826087,30,1499,1275,2,5040,0.20565,1837177,1166,1,0,0,1,0,1,1,0,610
355,15119924.0,480.0,854.0,23,202.3913043478261,51,2504,2100,2,8364,0.20552,3107387,1305,1,0,0,1,0,1,1,0,622
356,11425391.0,480.0,854.0,23,126.0,27,1543,1328,2,5208,0.16616,1898416,996,1,0,0,1,0,1,1,0,755
357,14625559.0,480.0,854.0,23,181.2608695652174,38,2244,1887,2,7491,0.1867,2730613,1604,1,0,0,1,0,1,1,0,672
358,14245880.0,480.0,854.0,23,205.43478260869568,56,2585,2084,2,8490,0.22141,3154198,1561,1,0,0,1,0,1,1,0,578
359,10334991.0,480.0,854.0,23,186.30434782608697,43,2346,1896,2,7699,0.27676,2860326,1624,1,0,0,1,0,1,1,0,462
360,12773108.0,480.0,854.0,23,166.7391304347826,38,2173,1624,2,6891,0.20043,2560139,1583,1,0,0,1,0,1,1,0,638
361,13955217.0,480.0,854.0,23,149.8695652173913,28,1879,1540,2,6194,0.16179000000000002,2257832,1196,1,0,0,1,0,1,1,0,776
362,24021490.0,480.0,854.0,23,233.4782608695652,59,2683,2628,2,9648,0.14640999999999998,3516881,2097,1,0,0,1,0,1,1,0,857
363,15023250.0,480.0,854.0,23,218.1304347826087,50,2796,2171,2,9014,0.22291,3348874,1811,1,0,0,1,0,1,1,0,574
364,11939368.0,480.0,854.0,23,164.1304347826087,41,1914,1820,2,6783,0.21107,2520015,986,1,0,0,1,0,1,1,0,606
365,12630260.0,480.0,854.0,23,144.56521739130434,30,1827,1468,2,5975,0.17246,2178205,1563,1,0,0,1,0,1,1,0,728
366,23791321.0,480.0,854.0,23,171.2173913043478,40,1982,1916,2,7076,0.10842,2579338,1520,1,0,0,1,0,1,1,0,1158
367,12171457.0,480.0,854.0,24,140.91666666666666,61,1958,1363,2,6071,0.18182,2212996,1732,1,0,0,1,0,1,1,0,690
368,23077847.0,480.0,854.0,23,335.0434782608696,73,4275,3358,2,13844,0.22288,5143619,3089,1,0,0,1,0,1,1,0,574
369,6562395.0,480.0,854.0,23,74.82608695652173,15,1081,625,2,3094,0.17185999999999998,1127822,950,1,0,0,1,0,1,1,0,730
370,25524013.0,480.0,854.0,23,218.1304347826087,58,2699,2260,2,9014,0.1312,3348874,1986,1,0,0,1,0,1,1,0,975
371,8697793.0,480.0,854.0,23,87.78260869565219,18,1301,700,2,3629,0.15211,1323052,1092,1,0,0,1,0,1,1,0,825
372,14936775.0,480.0,854.0,23,128.8695652173913,26,1899,1039,2,5327,0.13001,1941886,1557,1,0,0,1,0,1,1,0,966
373,13635427.0,480.0,854.0,23,136.52173913043478,27,2000,1113,2,5643,0.15086,2056982,1725,1,0,0,1,0,1,1,0,832
374,3680425.0,480.0,854.0,24,28.125,9,282,384,2,1215,0.12041,443160,357,1,0,0,1,0,1,1,0,1043
375,2583409.0,480.0,854.0,24,30.83333333333333,7,444,289,2,1332,0.18795,485539,343,1,0,0,1,0,1,1,0,668
376,14605981.0,480.0,854.0,23,112.56521739130434,26,1447,1116,2,4653,0.11612,1696108,1618,1,0,0,1,0,1,1,0,1081
377,2594278.0,480.0,854.0,24,20.20833333333333,4,292,189,2,873,0.12266,318225,229,1,0,0,1,0,1,1,0,1023
378,3098622.0,480.0,854.0,24,24.79166666666667,6,248,341,2,1071,0.12599000000000002,390400,294,1,0,0,1,0,1,1,0,996
379,4308087.0,480.0,854.0,23,41.30434782608695,8,0,942,2,1709,0.1446,622963,259,1,0,0,1,0,1,1,0,868
380,7397427.0,240.0,320.0,30,173.4,99,0,5103,2,7474,0.2816,2083135,114,0,1,0,1,0,1,0,1,341
381,4034725.0,360.0,480.0,25,78.88,39,0,1933,2,3421,0.23626,953225,401,0,1,0,1,0,1,0,1,406
382,11016659.0,720.0,1280.0,25,134.6,65,1914,1386,2,5797,0.19553,2154129,24,0,1,0,1,0,1,0,1,654
383,43930759.0,720.0,1280.0,29,806.8965517241379,183,14839,8378,2,33626,0.28437,12492707,3808,0,1,0,1,0,1,0,1,450
384,47486447.0,720.0,1280.0,29,790.8275862068965,196,12302,10436,2,32956,0.25298000000000004,12013097,2783,0,1,0,1,0,1,0,1,496
